Station,Date,Time,Wind Spd (mph),Temp (°F),RH (%),Solar Rad (W/m2),Pressure (mb)
Stanford Met Tower,8/21/26,0800,1.7,59.4,88,63,1020
Stanford Met Tower,8/21/26,0745,1,59,87,38,1020.1
Stanford Met Tower,8/21/26,0730,1.1,58.8,88,34,1020.1
Stanford Met Tower,8/21/26,0715,2.2,58.8,88,13,1019.9
Stanford Met Tower,8/21/26,0700,2.2,58.8,88,11,1019.8
Stanford Met Tower,8/21/26,0645,2.5,58.8,88,3,1019.6
Stanford Met Tower,8/21/26,0630,3.2,59,88,1,1019.4
Stanford Met Tower,8/21/26,0615,3.4,59.3,87,0,1019.1
Stanford Met Tower,8/21/26,0600,0.1,60.1,88,0,1019.1
Stanford Met Tower,8/21/26,0545,0,60.2,88,0,1019
Stanford Met Tower,8/21/26,0530,0,60.1,87,0,1019
Stanford Met Tower,8/21/26,0515,0.9,60.2,88,0,1019
Stanford Met Tower,8/21/26,0500,0.1,60.2,87,0,1019
Stanford Met Tower,8/21/26,0445,0,60.3,87,0,1018.9
Stanford Met Tower,8/21/26,0430,0,60.5,88,0,1019
Stanford Met Tower,8/21/26,0415,0,60.3,88,0,1019
Stanford Met Tower,8/21/26,0400,0.3,60.6,88,0,1019
Stanford Met Tower,8/21/26,0345,1.9,60.4,87,0,1019.1
Stanford Met Tower,8/21/26,0330,2.1,60.4,87,0,1019
Stanford Met Tower,8/21/26,0315,0.3,60.4,88,0,1018.9
Stanford Met Tower,8/21/26,0300,3.1,60.4,87,0,1018.8
Stanford Met Tower,8/21/26,0245,2.9,60.6,87,0,1018.9
Stanford Met Tower,8/21/26,0230,4.4,60.7,87,0,1018.9
Stanford Met Tower,8/21/26,0215,3.1,60.7,87,0,1018.9
Stanford Met Tower,8/21/26,0200,3.3,60.7,87,0,1018.9
Stanford Met Tower,8/21/26,0145,4.4,60.6,88,0,1019
Stanford Met Tower,8/21/26,0130,1.5,60.2,89,0,1018.9
Stanford Met Tower,8/21/26,0115,0.7,59.5,89,0,1018.9
Stanford Met Tower,8/21/26,0100,0,59.2,89,0,1019
Stanford Met Tower,8/21/26,0045,0,58.9,90,0,1019.1
Stanford Met Tower,8/21/26,0030,0,58.8,90,0,1018.9
Stanford Met Tower,8/21/26,0015,0,58.6,90,0,1019
Stanford Met Tower,8/21/26,0000,0,58.5,91,0,1019.1
Stanford Met Tower,8/20/26,2345,0,58.4,89,0,1019.1
Stanford Met Tower,8/20/26,2330,2.1,59,88,0,1019
Stanford Met Tower,8/20/26,2315,2.4,59,88,0,1018.9
Stanford Met Tower,8/20/26,2300,0.3,59.2,87,0,1018.9
Stanford Met Tower,8/20/26,2245,0,59.6,86,0,1018.9
Stanford Met Tower,8/20/26,2230,0.2,60,86,0,1018.8
Stanford Met Tower,8/20/26,2215,1,60.6,84,0,1018.8
Stanford Met Tower,8/20/26,2200,1.4,61.3,83,0,1018.8
Stanford Met Tower,8/20/26,2145,2.1,61.6,83,0,1018.5
Stanford Met Tower,8/20/26,2130,2.3,62.2,82,0,1018.3
Stanford Met Tower,8/20/26,2115,3.4,62.3,81,0,1018
Stanford Met Tower,8/20/26,2100,0.5,62.4,81,0,1017.7
Stanford Met Tower,8/20/26,2045,1.4,62.5,81,0,1017.6
Stanford Met Tower,8/20/26,2030,1,62.8,81,0,1017.3
Stanford Met Tower,8/20/26,2015,2.2,62.9,81,3,1017
Stanford Met Tower,8/20/26,2000,2.5,63.2,80,4,1017
Stanford Met Tower,8/20/26,1945,3.8,63.8,79,16,1016.8
Stanford Met Tower,8/20/26,1930,4.9,64.5,78,40,1016.7
Stanford Met Tower,8/20/26,1915,5,65.5,76,67,1016.7
Stanford Met Tower,8/20/26,1900,4.2,66.9,72,94,1016.6
Stanford Met Tower,8/20/26,1845,3.4,68.6,69,136,1016.4
Stanford Met Tower,8/20/26,1830,3.7,69.4,67,173,1016.3
Stanford Met Tower,8/20/26,1815,3.4,70.1,67,223,1016.3
Stanford Met Tower,8/20/26,1800,5.2,69.8,67,320,1016.1
Stanford Met Tower,8/20/26,1745,5.4,70,67,316,1016
Stanford Met Tower,8/20/26,1730,4.9,70.8,68,339,1016
Stanford Met Tower,8/20/26,1715,5.2,71,67,441,1016
Stanford Met Tower,8/20/26,1700,5.5,70.9,66,418,1015.9
Stanford Met Tower,8/20/26,1645,4.9,70.6,67,514,1015.9
Stanford Met Tower,8/20/26,1630,6.8,70.2,70,605,1015.9
Stanford Met Tower,8/20/26,1615,6.8,70,66,641,1016
Stanford Met Tower,8/20/26,1600,6.5,70.6,66,693,1016.1
Stanford Met Tower,8/20/26,1545,6,70,66,651,1016.1
Stanford Met Tower,8/20/26,1530,6.3,71,65,743,1016.1
Stanford Met Tower,8/20/26,1515,7.5,70.3,67,674,1016.1
Stanford Met Tower,8/20/26,1500,5.8,70.6,68,788,1016.1
Stanford Met Tower,8/20/26,1445,5.9,71,67,785,1016.1
Stanford Met Tower,8/20/26,1430,7.5,69.5,69,764,1016.3
Stanford Met Tower,8/20/26,1415,7.2,69.9,69,862,1016.3
Stanford Met Tower,8/20/26,1400,6.4,70.5,69,822,1016.4
Stanford Met Tower,8/20/26,1345,7.1,70.1,70,791,1016.4
Stanford Met Tower,8/20/26,1330,6.5,69.4,70,866,1016.4
Stanford Met Tower,8/20/26,1315,6,69.9,72,805,1016.6
Stanford Met Tower,8/20/26,1300,4.6,69.8,69,835,1016.7
Stanford Met Tower,8/20/26,1245,6.6,68.5,71,785,1016.8
Stanford Met Tower,8/20/26,1230,6.5,68.6,72,871,1017
Stanford Met Tower,8/20/26,1215,5.6,68.7,72,852,1017.2
Stanford Met Tower,8/20/26,1200,5.6,69,70,825,1017.4
Stanford Met Tower,8/20/26,1145,5.7,68.9,70,792,1017.6
Stanford Met Tower,8/20/26,1130,5.8,69.4,67,745,1017.7
Stanford Met Tower,8/20/26,1115,4.6,69.2,71,798,1017.7
Stanford Met Tower,8/20/26,1100,2.4,69.9,67,741,1017.8
Stanford Met Tower,8/20/26,1045,3,68.6,70,755,1017.9
Stanford Met Tower,8/20/26,1030,2.6,68.3,70,681,1018.1
Stanford Met Tower,8/20/26,1015,0.8,67.5,71,617,1018.1
Stanford Met Tower,8/20/26,1000,1.6,65.6,75,542,1018.3
Stanford Met Tower,8/20/26,0945,2.2,64.4,77,411,1018.4
Stanford Met Tower,8/20/26,0930,0.6,65,77,405,1018.4
Stanford Met Tower,8/20/26,0915,0.6,63.5,79,312,1018.3
Stanford Met Tower,8/20/26,0900,0.6,62.9,81,226,1018.3
Stanford Met Tower,8/20/26,0845,1.9,62.2,82,180,1018.4
Stanford Met Tower,8/20/26,0830,1.2,61.7,82,137,1018.2
Stanford Met Tower,8/20/26,0815,0.5,60.9,84,80,1018.4
Stanford Met Tower,8/20/26,0800,0.2,60.7,86,64,1018.4
Stanford Met Tower,8/20/26,0745,0.3,60.4,86,40,1018.4
Stanford Met Tower,8/20/26,0730,0.4,60.3,87,36,1018.1
Stanford Met Tower,8/20/26,0715,2.6,60.1,87,23,1017.9
Stanford Met Tower,8/20/26,0700,2.5,60.1,87,14,1017.7
Stanford Met Tower,8/20/26,0645,0.4,60.3,88,5,1017.6
Stanford Met Tower,8/20/26,0630,1.1,60.2,88,2,1017.3
Stanford Met Tower,8/20/26,0615,3,60.1,88,0,1017.2
Stanford Met Tower,8/20/26,0600,0.5,60.4,89,0,1017.1
Stanford Met Tower,8/20/26,0545,0.4,60.4,89,0,1017
Stanford Met Tower,8/20/26,0530,0.2,60.6,90,0,1016.9
Stanford Met Tower,8/20/26,0515,0.3,60.4,90,0,1016.8
Stanford Met Tower,8/20/26,0500,2.1,60.4,89,0,1016.9
Stanford Met Tower,8/20/26,0445,2.1,60.4,90,0,1016.8
Stanford Met Tower,8/20/26,0430,1,60.3,90,0,1016.9
Stanford Met Tower,8/20/26,0415,0,60.1,91,0,1016.9
Stanford Met Tower,8/20/26,0400,0,60,91,0,1016.8
Stanford Met Tower,8/20/26,0345,0,60.2,91,0,1016.6
Stanford Met Tower,8/20/26,0330,0,60.6,92,0,1016.6
Stanford Met Tower,8/20/26,0315,0.1,60.1,92,0,1016.5
Stanford Met Tower,8/20/26,0300,0,60,92,0,1016.4
Stanford Met Tower,8/20/26,0245,0.2,60.2,91,0,1016.4
Stanford Met Tower,8/20/26,0230,0.1,60.2,91,0,1016.3
Stanford Met Tower,8/20/26,0215,0.1,60.2,91,0,1016.5
Stanford Met Tower,8/20/26,0200,0.8,60.2,91,0,1016.5
Stanford Met Tower,8/20/26,0145,2.1,60.3,90,0,1016.3
Stanford Met Tower,8/20/26,0130,0.5,60.3,90,0,1016.4
Stanford Met Tower,8/20/26,0115,0.9,60.3,89,0,1016.4
Stanford Met Tower,8/20/26,0100,0.8,60.3,89,0,1016.5
Stanford Met Tower,8/20/26,0045,1.8,60.6,89,0,1016.6
Stanford Met Tower,8/20/26,0030,1.9,60.3,90,0,1016.6
Stanford Met Tower,8/20/26,0015,1.9,60.2,91,0,1016.6
Stanford Met Tower,8/20/26,0000,1.2,59.5,92,0,1016.6
Stanford Met Tower,8/19/26,2345,0,58.2,91,0,1016.7
Stanford Met Tower,8/19/26,2330,1.4,58,88,0,1016.7
Stanford Met Tower,8/19/26,2315,0.2,58.5,88,0,1016.6
Stanford Met Tower,8/19/26,2300,0,59.2,87,0,1016.6
Stanford Met Tower,8/19/26,2245,0.7,59.6,86,0,1016.6
Stanford Met Tower,8/19/26,2230,2.2,60.7,84,0,1016.6
Stanford Met Tower,8/19/26,2215,2.4,61.2,84,0,1016.7
Stanford Met Tower,8/19/26,2200,3,61.2,83,0,1016.6
Stanford Met Tower,8/19/26,2145,3.4,61,84,0,1016.4
Stanford Met Tower,8/19/26,2130,3.6,61,84,0,1016.3
Stanford Met Tower,8/19/26,2115,2.9,61.4,83,0,1016
Stanford Met Tower,8/19/26,2100,0.3,61.9,82,0,1015.7
Stanford Met Tower,8/19/26,2045,2.6,62.6,79,0,1015.6
Stanford Met Tower,8/19/26,2030,1.6,63.4,77,0,1015.3
Stanford Met Tower,8/19/26,2015,1.6,64.1,79,1,1015
Stanford Met Tower,8/19/26,2000,4.1,64.8,78,6,1014.9
Stanford Met Tower,8/19/26,1945,4.2,65.7,77,19,1014.7
Stanford Met Tower,8/19/26,1930,4.8,66.8,75,59,1014.6
Stanford Met Tower,8/19/26,1915,4.8,67.8,72,104,1014.3
Stanford Met Tower,8/19/26,1900,4.2,68.9,70,149,1014.3
Stanford Met Tower,8/19/26,1845,4.9,69.5,69,195,1014.1
Stanford Met Tower,8/19/26,1830,3.7,70.7,67,243,1014
Stanford Met Tower,8/19/26,1815,4.8,70.7,65,291,1014.1
Stanford Met Tower,8/19/26,1800,5.1,70.7,63,340,1013.9
Stanford Met Tower,8/19/26,1745,6,70.8,64,389,1013.9
Stanford Met Tower,8/19/26,1730,5.2,71.5,65,437,1013.8
Stanford Met Tower,8/19/26,1715,5.4,71.8,63,484,1013.9
Stanford Met Tower,8/19/26,1700,6.8,71.5,63,530,1013.9
Stanford Met Tower,8/19/26,1645,7.4,71.6,62,575,1013.8
Stanford Met Tower,8/19/26,1630,6.5,72.7,60,618,1013.8
Stanford Met Tower,8/19/26,1615,5.2,73.3,63,657,1013.8
Stanford Met Tower,8/19/26,1600,5.4,73.4,63,694,1013.8
Stanford Met Tower,8/19/26,1545,5.2,73.8,63,728,1013.7
Stanford Met Tower,8/19/26,1530,5.4,72.2,66,761,1013.7
Stanford Met Tower,8/19/26,1515,6.4,71.9,67,789,1013.7
Stanford Met Tower,8/19/26,1500,5.2,72.3,67,813,1013.8
Stanford Met Tower,8/19/26,1445,7.1,71.3,68,834,1013.9
Stanford Met Tower,8/19/26,1430,6.3,72.1,68,853,1014.1
Stanford Met Tower,8/19/26,1415,6.6,71.6,68,868,1014.2
Stanford Met Tower,8/19/26,1400,7.7,71,70,878,1014.4
Stanford Met Tower,8/19/26,1345,7.9,70.5,69,884,1014.4
Stanford Met Tower,8/19/26,1330,7.7,70.7,70,887,1014.6
Stanford Met Tower,8/19/26,1315,6.4,71.2,69,885,1014.7
Stanford Met Tower,8/19/26,1300,6.1,71.5,70,882,1014.9
Stanford Met Tower,8/19/26,1245,6.4,70.6,69,876,1015
Stanford Met Tower,8/19/26,1230,4.2,71,68,865,1015.2
Stanford Met Tower,8/19/26,1215,4.8,70.6,70,851,1015.4
Stanford Met Tower,8/19/26,1200,3.9,70.7,69,832,1015.7
Stanford Met Tower,8/19/26,1145,4.4,69.8,69,810,1015.8
Stanford Met Tower,8/19/26,1130,4.7,69.9,70,784,1015.8
Stanford Met Tower,8/19/26,1115,4.5,69.9,69,756,1016
Stanford Met Tower,8/19/26,1100,4.6,68.5,72,727,1016
Stanford Met Tower,8/19/26,1045,4,68.4,73,692,1016.1
Stanford Met Tower,8/19/26,1030,2.2,69,71,658,1016.2
Stanford Met Tower,8/19/26,1015,2,67.2,73,622,1016.3
Stanford Met Tower,8/19/26,1000,1.4,68.8,73,580,1016.4
Stanford Met Tower,8/19/26,0945,0.9,67.1,73,537,1016.4
Stanford Met Tower,8/19/26,0930,1.2,66,76,491,1016.5
Stanford Met Tower,8/19/26,0915,0.3,64.9,80,458,1016.7
Stanford Met Tower,8/19/26,0900,0.1,64.2,82,448,1016.9
Stanford Met Tower,8/19/26,0845,0.2,64.3,84,343,1016.9
Stanford Met Tower,8/19/26,0830,0.1,62.6,85,192,1016.9
Stanford Met Tower,8/19/26,0815,0.1,61.8,86,120,1017
Stanford Met Tower,8/19/26,0800,0.5,61.6,88,96,1017
Stanford Met Tower,8/19/26,0745,0.2,61.2,88,68,1016.8
Stanford Met Tower,8/19/26,0730,1.6,61.1,88,38,1016.9
Stanford Met Tower,8/19/26,0715,0.4,61,89,19,1016.7
Stanford Met Tower,8/19/26,0700,1.2,60.9,89,6,1016.7
Stanford Met Tower,8/19/26,0645,3.3,60.7,89,2,1016.6
Stanford Met Tower,8/19/26,0630,3.2,60.8,89,0,1016.5
Stanford Met Tower,8/19/26,0615,2.9,60.9,89,0,1016.6
Stanford Met Tower,8/19/26,0600,2.2,60.9,89,0,1016.6
Stanford Met Tower,8/19/26,0545,1.9,60.4,89,0,1016.5
Stanford Met Tower,8/19/26,0530,0.5,60.1,90,0,1016.5
Stanford Met Tower,8/19/26,0515,1.4,60.2,90,0,1016.5
Stanford Met Tower,8/19/26,0500,0.8,60.2,90,0,1016.5
Stanford Met Tower,8/19/26,0445,0.3,60.3,90,0,1016.4
Stanford Met Tower,8/19/26,0430,0,60.3,91,0,1016.5
Stanford Met Tower,8/19/26,0415,0.2,60.3,91,0,1016.5
Stanford Met Tower,8/19/26,0400,0.7,60.3,91,0,1016.5
Stanford Met Tower,8/19/26,0345,0.6,60.4,91,0,1016.1
Stanford Met Tower,8/19/26,0330,0.1,60.3,91,0,1016.2
Stanford Met Tower,8/19/26,0315,1.7,60.2,92,0,1016.2
Stanford Met Tower,8/19/26,0300,2.1,60.2,91,0,1016.3
Stanford Met Tower,8/19/26,0245,2.1,60.2,92,0,1016.5
Stanford Met Tower,8/19/26,0230,1.7,60.3,92,0,1016.6
Stanford Met Tower,8/19/26,0215,0.1,60.2,92,0,1016.6
Stanford Met Tower,8/19/26,0200,0.4,60.2,92,0,1016.8
Stanford Met Tower,8/19/26,0145,0.7,60.3,91,0,1016.8
Stanford Met Tower,8/19/26,0130,0.2,60,92,0,1016.9
Stanford Met Tower,8/19/26,0115,0.1,60.2,92,0,1017
Stanford Met Tower,8/19/26,0100,0.2,60,92,0,1017.3
Stanford Met Tower,8/19/26,0045,0,59.2,92,0,1017.2
Stanford Met Tower,8/19/26,0030,0,58.7,92,0,1017.5
Stanford Met Tower,8/19/26,0015,0,58.3,92,0,1017.5
Stanford Met Tower,8/19/26,0000,0,57.9,89,0,1017.4
Stanford Met Tower,8/18/26,2345,0,58.6,88,0,1017.5
Stanford Met Tower,8/18/26,2330,0.3,59,85,0,1017.5
Stanford Met Tower,8/18/26,2315,2,60,84,0,1017.6
Stanford Met Tower,8/18/26,2300,1.6,60.2,83,0,1017.6
Stanford Met Tower,8/18/26,2245,1.2,60.6,84,0,1017.8
Stanford Met Tower,8/18/26,2230,3.2,61.3,84,0,1017.7
Stanford Met Tower,8/18/26,2215,3.6,61.5,84,0,1017.7
Stanford Met Tower,8/18/26,2200,2.2,61.6,84,0,1017.7
Stanford Met Tower,8/18/26,2145,1.8,61,84,0,1017.9
Stanford Met Tower,8/18/26,2130,0,61.2,83,0,1017.6
Stanford Met Tower,8/18/26,2115,0.2,61.8,82,0,1017.4
Stanford Met Tower,8/18/26,2100,1.9,61.8,81,0,1017.6
Stanford Met Tower,8/18/26,2045,1.7,62.4,81,0,1017.3
Stanford Met Tower,8/18/26,2030,3.6,62.9,80,0,1017.2
Stanford Met Tower,8/18/26,2015,2.5,63.8,78,1,1016.7
Stanford Met Tower,8/18/26,2000,3,64.7,76,6,1016.5
Stanford Met Tower,8/18/26,1945,2.8,65.8,77,22,1016.5
Stanford Met Tower,8/18/26,1930,5.1,66.3,76,67,1016.3
Stanford Met Tower,8/18/26,1915,5.1,68.2,73,114,1016.2
Stanford Met Tower,8/18/26,1900,3.4,69.5,68,158,1016.1
Stanford Met Tower,8/18/26,1845,2.9,70.5,68,203,1016.2
Stanford Met Tower,8/18/26,1830,4.1,70.6,67,251,1016.1
Stanford Met Tower,8/18/26,1815,4.2,70.7,67,301,1016.1
Stanford Met Tower,8/18/26,1800,4.4,70.9,67,350,1016.1
Stanford Met Tower,8/18/26,1745,5.8,70.9,67,405,1016
Stanford Met Tower,8/18/26,1730,5.8,71,67,456,1015.9
Stanford Met Tower,8/18/26,1715,6.4,71.8,66,388,1015.9
Stanford Met Tower,8/18/26,1700,6.4,73.2,62,551,1015.9
Stanford Met Tower,8/18/26,1645,4.4,73.6,63,531,1015.8
Stanford Met Tower,8/18/26,1630,4.7,73.4,63,583,1015.9
Stanford Met Tower,8/18/26,1615,5.7,73.8,62,612,1015.8
Stanford Met Tower,8/18/26,1600,3.8,73.9,62,613,1015.9
Stanford Met Tower,8/18/26,1545,4.9,73.4,62,716,1015.8
Stanford Met Tower,8/18/26,1530,4.6,73,63,722,1015.9
Stanford Met Tower,8/18/26,1515,5.2,73.6,65,804,1016
Stanford Met Tower,8/18/26,1500,4.1,72.3,66,796,1016
Stanford Met Tower,8/18/26,1445,5,71.5,67,784,1016.2
Stanford Met Tower,8/18/26,1430,4.7,71,69,757,1016.5
Stanford Met Tower,8/18/26,1415,4.7,70.2,69,788,1016.7
Stanford Met Tower,8/18/26,1400,5.7,70.1,67,884,1016.8
Stanford Met Tower,8/18/26,1345,6.7,70.3,69,900,1017
Stanford Met Tower,8/18/26,1330,5.7,70.2,68,916,1017.2
Stanford Met Tower,8/18/26,1315,5.4,69.9,71,879,1017.2
Stanford Met Tower,8/18/26,1300,5.3,69.8,70,889,1017.5
Stanford Met Tower,8/18/26,1245,5.7,69.4,69,842,1017.7
Stanford Met Tower,8/18/26,1230,5.2,71.4,66,886,1017.9
Stanford Met Tower,8/18/26,1215,4.6,69.4,69,883,1018.2
Stanford Met Tower,8/18/26,1200,4.3,68.5,69,865,1018.5
Stanford Met Tower,8/18/26,1145,5.2,68,68,780,1018.8
Stanford Met Tower,8/18/26,1130,4.7,68.3,69,799,1018.9
Stanford Met Tower,8/18/26,1115,4.2,69,68,705,1019
Stanford Met Tower,8/18/26,1100,2,69.3,69,792,1018.9
Stanford Met Tower,8/18/26,1045,1.9,69.3,64,770,1019.2
Stanford Met Tower,8/18/26,1030,2,66.9,70,694,1019.4
Stanford Met Tower,8/18/26,1015,2.4,65.3,74,635,1019.5
Stanford Met Tower,8/18/26,1000,2.3,65.6,74,593,1019.5
Stanford Met Tower,8/18/26,0945,1.9,64.7,75,557,1019.7
Stanford Met Tower,8/18/26,0930,1.4,64.8,75,531,1019.9
Stanford Met Tower,8/18/26,0915,2.7,64.1,76,527,1019.9
Stanford Met Tower,8/18/26,0900,0.8,62.8,82,254,1020.1
Stanford Met Tower,8/18/26,0845,0.9,62.3,84,195,1020
Stanford Met Tower,8/18/26,0830,0.5,61.6,85,123,1019.9
Stanford Met Tower,8/18/26,0815,0.5,60.6,86,62,1020.1
Stanford Met Tower,8/18/26,0800,0.5,60,87,42,1020.1
Stanford Met Tower,8/18/26,0745,0,59.7,87,69,1020
Stanford Met Tower,8/18/26,0730,0.2,59.3,87,37,1019.9
Stanford Met Tower,8/18/26,0715,0.3,59.2,87,24,1019.9
Stanford Met Tower,8/18/26,0700,0.6,59,87,17,1019.9
Stanford Met Tower,8/18/26,0645,1,58.9,88,7,1020
Stanford Met Tower,8/18/26,0630,1.7,58.9,88,2,1019.6
Stanford Met Tower,8/18/26,0615,2.4,58.9,88,0,1019.7
Stanford Met Tower,8/18/26,0600,2.4,58.9,88,0,1019.4
Stanford Met Tower,8/18/26,0545,0.5,59.5,89,0,1019.2
Stanford Met Tower,8/18/26,0530,0.3,59.3,89,0,1019.3
Stanford Met Tower,8/18/26,0515,1.6,59.5,88,0,1019.2
Stanford Met Tower,8/18/26,0500,1.5,59.5,89,0,1019
Stanford Met Tower,8/18/26,0445,0.5,59.2,90,0,1019.1
Stanford Met Tower,8/18/26,0430,0,59.6,89,0,1019.2
Stanford Met Tower,8/18/26,0415,2.3,59.7,89,0,1019.5
Stanford Met Tower,8/18/26,0400,2.4,59.7,90,0,1019.5
Stanford Met Tower,8/18/26,0345,1.1,59.6,90,0,1019.3
Stanford Met Tower,8/18/26,0330,1.1,59.5,90,0,1019.3
Stanford Met Tower,8/18/26,0315,0.6,59.5,90,0,1019.3
Stanford Met Tower,8/18/26,0300,1,59.5,89,0,1019.5
Stanford Met Tower,8/18/26,0245,0.5,59.5,90,0,1019.3
Stanford Met Tower,8/18/26,0230,3.3,59.4,90,0,1019.3
Stanford Met Tower,8/18/26,0215,2.6,59.2,90,0,1019.3
Stanford Met Tower,8/18/26,0200,1.9,59.2,91,0,1019.4
Stanford Met Tower,8/18/26,0145,2.1,59,92,0,1019.6
Stanford Met Tower,8/18/26,0130,3.2,58.8,93,0,1019.8
Stanford Met Tower,8/18/26,0115,2.9,57.7,96,0,1020
Stanford Met Tower,8/18/26,0100,2.9,56.1,96,0,1020.1
Stanford Met Tower,8/18/26,0045,0.8,56.1,95,0,1020.3
Stanford Met Tower,8/18/26,0030,0.3,56.4,94,0,1020.5
Stanford Met Tower,8/18/26,0015,0.7,56.3,94,0,1020.4
Stanford Met Tower,8/18/26,0000,2.7,56.4,93,0,1020.3
Stanford Met Tower,8/17/26,2345,3.4,56.7,94,0,1020.2
Stanford Met Tower,8/17/26,2330,0.1,56.4,93,0,1020.2
Stanford Met Tower,8/17/26,2315,0.1,56.9,91,0,1020.2
Stanford Met Tower,8/17/26,2300,0,57.7,90,0,1020.2
Stanford Met Tower,8/17/26,2245,0,58.1,89,0,1020.1
Stanford Met Tower,8/17/26,2230,0,58.7,88,0,1020.1
Stanford Met Tower,8/17/26,2215,1.4,59.2,87,0,1020
Stanford Met Tower,8/17/26,2200,2.7,60,85,0,1019.9
Stanford Met Tower,8/17/26,2145,0.7,60.4,86,0,1019.7
Stanford Met Tower,8/17/26,2130,1.1,61.2,83,0,1019.5
Stanford Met Tower,8/17/26,2115,3.1,61.6,83,0,1019.2
Stanford Met Tower,8/17/26,2100,0.2,61.5,84,0,1018.9
Stanford Met Tower,8/17/26,2045,1,61.9,84,0,1018.6
Stanford Met Tower,8/17/26,2030,1.3,62.6,83,0,1018.4
Stanford Met Tower,8/17/26,2015,2.9,63.2,81,1,1018.2
Stanford Met Tower,8/17/26,2000,3.1,64,78,6,1017.9
Stanford Met Tower,8/17/26,1945,4.1,65,75,12,1017.7
Stanford Met Tower,8/17/26,1930,2.3,66.6,75,17,1017.4
Stanford Met Tower,8/17/26,1915,4,67.2,74,27,1017.4
Stanford Met Tower,8/17/26,1900,2.9,68.1,73,81,1017.2
Stanford Met Tower,8/17/26,1845,4.5,68.6,71,170,1017.2
Stanford Met Tower,8/17/26,1830,4.7,69.6,69,262,1017.2
Stanford Met Tower,8/17/26,1815,7,69.4,69,312,1017.2
Stanford Met Tower,8/17/26,1800,5.7,70,68,353,1017.1
Stanford Met Tower,8/17/26,1745,6.2,70.4,67,400,1017
Stanford Met Tower,8/17/26,1730,5.7,70.9,67,452,1017
Stanford Met Tower,8/17/26,1715,5.1,71.8,63,500,1017.1
Stanford Met Tower,8/17/26,1700,6.8,71.9,65,547,1017.1
Stanford Met Tower,8/17/26,1645,7,72.2,64,597,1017.1
Stanford Met Tower,8/17/26,1630,6.2,73.2,64,646,1016.9
Stanford Met Tower,8/17/26,1615,5.7,73.4,65,711,1016.9
Stanford Met Tower,8/17/26,1600,6.3,73,66,856,1016.9
Stanford Met Tower,8/17/26,1545,6,73.4,65,596,1017
Stanford Met Tower,8/17/26,1530,5.8,73,63,564,1017
Stanford Met Tower,8/17/26,1515,6.2,73.4,64,471,1017
Stanford Met Tower,8/17/26,1500,6.8,73.3,64,576,1017
Stanford Met Tower,8/17/26,1445,7.7,73.2,65,844,1017.1
Stanford Met Tower,8/17/26,1430,7.2,72.5,66,893,1017.5
Stanford Met Tower,8/17/26,1415,5.9,72.6,66,763,1017.6
Stanford Met Tower,8/17/26,1400,6,71.5,69,846,1017.8
Stanford Met Tower,8/17/26,1345,6.1,71.2,70,904,1018
Stanford Met Tower,8/17/26,1330,7.4,69.5,72,763,1018.1
Stanford Met Tower,8/17/26,1315,7.4,70,71,839,1018.1
Stanford Met Tower,8/17/26,1300,7.2,69,73,666,1018.3
Stanford Met Tower,8/17/26,1245,5.9,69.9,73,637,1018.3
Stanford Met Tower,8/17/26,1230,5.1,69.9,71,668,1018.4
Stanford Met Tower,8/17/26,1215,6.8,69.5,71,668,1018.6
Stanford Met Tower,8/17/26,1200,4,70.8,70,738,1018.4
Stanford Met Tower,8/17/26,1145,4,70,69,777,1018.6
Stanford Met Tower,8/17/26,1130,4.8,70,71,846,1018.9
Stanford Met Tower,8/17/26,1115,3.6,69.8,72,790,1019
Stanford Met Tower,8/17/26,1100,4.1,69.4,72,797,1019
Stanford Met Tower,8/17/26,1045,3.4,68.4,72,730,1019.3
Stanford Met Tower,8/17/26,1030,2.1,69.6,73,703,1019.3
Stanford Met Tower,8/17/26,1015,1,66.3,76,460,1019.6
Stanford Met Tower,8/17/26,1000,2.4,65.8,81,465,1019.6
Stanford Met Tower,8/17/26,0945,2.2,65.9,80,437,1019.8
Stanford Met Tower,8/17/26,0930,0.7,64.8,80,464,1019.8
Stanford Met Tower,8/17/26,0915,0.8,63.8,84,346,1019.7
Stanford Met Tower,8/17/26,0900,0.1,63.3,87,272,1019.8
Stanford Met Tower,8/17/26,0845,0.4,62.1,87,125,1019.9
Stanford Met Tower,8/17/26,0830,2.1,62.3,87,98,1020.1
Stanford Met Tower,8/17/26,0815,1.7,62,88,54,1019.8
Stanford Met Tower,8/17/26,0800,2.3,61.3,89,24,1019.6
Stanford Met Tower,8/17/26,0745,2.6,61.3,89,18,1019.9
Stanford Met Tower,8/17/26,0730,3.1,61,89,15,1019.7
Stanford Met Tower,8/17/26,0715,2.1,61.2,89,13,1019.7
Stanford Met Tower,8/17/26,0700,2.1,61,89,9,1019.5
Stanford Met Tower,8/17/26,0645,0.5,61,89,9,1019.5
Stanford Met Tower,8/17/26,0630,2.6,61,88,3,1019.6
Stanford Met Tower,8/17/26,0615,3.2,61,88,0,1019.4
Stanford Met Tower,8/17/26,0600,2.1,61.2,87,0,1019.3
Stanford Met Tower,8/17/26,0545,0.3,60.9,88,0,1019.4
Stanford Met Tower,8/17/26,0530,0.7,60.9,88,0,1019.3
Stanford Met Tower,8/17/26,0515,0.5,60.7,89,0,1019.4
